Date,Dividends,Company
04/08/2008,0.43,Verizon Communications Inc. (VZ)
07/06/2016,0.565,Verizon Communications Inc. (VZ)
04/06/2004,0.385,Verizon Communications Inc. (VZ)
10/05/1995,0.7,Verizon Communications Inc. (VZ)
07/08/2008,0.43,Verizon Communications Inc. (VZ)
10/05/2016,0.5775,Verizon Communications Inc. (VZ)
07/06/2012,0.5,Verizon Communications Inc. (VZ)
09/24/1986,0.9,Verizon Communications Inc. (VZ)
04/08/1996,0.72,Verizon Communications Inc. (VZ)
01/08/2001,0.385,Verizon Communications Inc. (VZ)
04/06/2000,0.385,Verizon Communications Inc. (VZ)
01/06/2005,0.385,Verizon Communications Inc. (VZ)
10/05/2012,0.515,Verizon Communications Inc. (VZ)
04/06/1992,0.65,Verizon Communications Inc. (VZ)
07/08/1996,0.72,Verizon Communications Inc. (VZ)
01/08/1997,0.72,Verizon Communications Inc. (VZ)
07/06/2000,0.051857,Verizon Communications Inc. (VZ)
01/09/2018,0.59,Verizon Communications Inc. (VZ)
12/21/1984,0.17986,Verizon Communications Inc. (VZ)
04/04/1990,1.18,Verizon Communications Inc. (VZ)
10/07/1998,0.385,Verizon Communications Inc. (VZ)
01/08/2007,0.405,Verizon Communications Inc. (VZ)
04/05/2007,0.405,Verizon Communications Inc. (VZ)
01/06/2011,0.4875,Verizon Communications Inc. (VZ)
09/24/1985,0.19111,Verizon Communications Inc. (VZ)
10/03/1990,0.59,Verizon Communications Inc. (VZ)
04/07/1999,0.385,Verizon Communications Inc. (VZ)
04/09/2020,0.615,Verizon Communications Inc. (VZ)
12/23/1988,1.02,Verizon Communications Inc. (VZ)
01/07/1998,0.77,Verizon Communications Inc. (VZ)
07/07/1999,0.385,Verizon Communications Inc. (VZ)
10/08/2003,0.385,Verizon Communications Inc. (VZ)
07/09/2020,0.615,Verizon Communications Inc. (VZ)
01/04/1995,0.69,Verizon Communications Inc. (VZ)
10/08/1997,0.77,Verizon Communications Inc. (VZ)
07/08/2014,0.53,Verizon Communications Inc. (VZ)
10/09/2018,0.6025,Verizon Communications Inc. (VZ)
12/24/1985,1.7,Verizon Communications Inc. (VZ)
10/04/1993,0.67,Verizon Communications Inc. (VZ)
04/08/2002,0.429353,Verizon Communications Inc. (VZ)
01/04/1991,0.59,Verizon Communications Inc. (VZ)
04/06/2006,0.405,Verizon Communications Inc. (VZ)
07/08/2002,0.385,Verizon Communications Inc. (VZ)
01/08/2003,0.385,Verizon Communications Inc. (VZ)
04/09/2019,0.6025,Verizon Communications Inc. (VZ)
07/06/2006,0.405,Verizon Communications Inc. (VZ)
07/03/1989,1.1,Verizon Communications Inc. (VZ)
07/08/1998,0.385,Verizon Communications Inc. (VZ)
01/06/1999,0.385,Verizon Communications Inc. (VZ)
07/09/2019,0.6025,Verizon Communications Inc. (VZ)
10/05/2006,0.405,Verizon Communications Inc. (VZ)
01/09/2020,0.615,Verizon Communications Inc. (VZ)
02/09/1988,0.23535,"Essential Utilities, Inc. (WTRG)"
05/16/2007,0.115,"Essential Utilities, Inc. (WTRG)"
08/11/1988,0.23535,"Essential Utilities, Inc. (WTRG)"
02/07/1989,0.23535,"Essential Utilities, Inc. (WTRG)"
11/14/2007,0.125,"Essential Utilities, Inc. (WTRG)"
02/09/1987,0.23535,"Essential Utilities, Inc. (WTRG)"
08/12/1987,0.23535,"Essential Utilities, Inc. (WTRG)"
05/16/2006,0.1069,"Essential Utilities, Inc. (WTRG)"
11/15/2006,0.115,"Essential Utilities, Inc. (WTRG)"
08/12/1985,0.22025,"Essential Utilities, Inc. (WTRG)"
02/10/1986,0.22025,"Essential Utilities, Inc. (WTRG)"
05/14/2009,0.135,"Essential Utilities, Inc. (WTRG)"
11/12/2009,0.145,"Essential Utilities, Inc. (WTRG)"
08/11/1986,0.23535,"Essential Utilities, Inc. (WTRG)"
05/14/2008,0.125,"Essential Utilities, Inc. (WTRG)"
11/13/2008,0.135,"Essential Utilities, Inc. (WTRG)"
05/07/1992,0.26035,"Essential Utilities, Inc. (WTRG)"
02/12/2003,0.14,"Essential Utilities, Inc. (WTRG)"
08/13/2003,0.14,"Essential Utilities, Inc. (WTRG)"
08/15/2019,0.2343,"Essential Utilities, Inc. (WTRG)"
11/10/1992,0.26035,"Essential Utilities, Inc. (WTRG)"
02/13/2020,0.234,"Essential Utilities, Inc. (WTRG)"
08/15/2001,0.155,"Essential Utilities, Inc. (WTRG)"
05/09/1991,0.25045,"Essential Utilities, Inc. (WTRG)"
02/08/2002,0.13266,"Essential Utilities, Inc. (WTRG)"
05/17/2018,0.2047,"Essential Utilities, Inc. (WTRG)"
08/14/2002,0.13266,"Essential Utilities, Inc. (WTRG)"
11/15/2018,0.219,"Essential Utilities, Inc. (WTRG)"
11/06/1991,0.25045,"Essential Utilities, Inc. (WTRG)"
08/16/2005,0.13,"Essential Utilities, Inc. (WTRG)"
11/06/1990,0.25045,"Essential Utilities, Inc. (WTRG)"
02/11/2004,0.12,"Essential Utilities, Inc. (WTRG)"
08/09/1989,0.23535,"Essential Utilities, Inc. (WTRG)"
08/12/2004,0.12,"Essential Utilities, Inc. (WTRG)"
02/07/1990,0.25045,"Essential Utilities, Inc. (WTRG)"
02/10/2005,0.13,"Essential Utilities, Inc. (WTRG)"
11/12/2014,0.165,"Essential Utilities, Inc. (WTRG)"
05/13/2015,0.165,"Essential Utilities, Inc. (WTRG)"
08/13/1996,0.20272,"Essential Utilities, Inc. (WTRG)"
02/10/1997,0.20272,"Essential Utilities, Inc. (WTRG)"
02/13/2014,0.152,"Essential Utilities, Inc. (WTRG)"
08/11/1995,0.29002,"Essential Utilities, Inc. (WTRG)"
02/09/1996,0.29002,"Essential Utilities, Inc. (WTRG)"
02/09/1994,0.27024,"Essential Utilities, Inc. (WTRG)"
11/14/2016,0.1913,"Essential Utilities, Inc. (WTRG)"
05/15/2017,0.1913,"Essential Utilities, Inc. (WTRG)"
08/09/1994,0.28065,"Essential Utilities, Inc. (WTRG)"
11/16/2017,0.2047,"Essential Utilities, Inc. (WTRG)"
02/07/1995,0.28013,"Essential Utilities, Inc. (WTRG)"
02/09/1993,0.26035,"Essential Utilities, Inc. (WTRG)"
11/10/2015,0.178,"Essential Utilities, Inc. (WTRG)"
05/11/2016,0.178,"Essential Utilities, Inc. (WTRG)"
08/11/1993,0.27024,"Essential Utilities, Inc. (WTRG)"
08/11/2000,0.1802,"Essential Utilities, Inc. (WTRG)"
02/12/2001,0.155,"Essential Utilities, Inc. (WTRG)"
05/13/2011,0.155,"Essential Utilities, Inc. (WTRG)"
08/15/2011,0.155,"Essential Utilities, Inc. (WTRG)"
05/14/2020,0.234,"Essential Utilities, Inc. (WTRG)"
08/13/1999,0.1802,"Essential Utilities, Inc. (WTRG)"
02/11/2010,0.145,"Essential Utilities, Inc. (WTRG)"
02/11/2000,0.1802,"Essential Utilities, Inc. (WTRG)"
08/13/2020,0.251,"Essential Utilities, Inc. (WTRG)"
11/15/2010,0.155,"Essential Utilities, Inc. (WTRG)"
08/13/1998,0.17005,"Essential Utilities, Inc. (WTRG)"
02/13/2013,0.175,"Essential Utilities, Inc. (WTRG)"
02/08/1999,0.17005,"Essential Utilities, Inc. (WTRG)"
08/14/2013,0.19,"Essential Utilities, Inc. (WTRG)"
08/15/1997,0.21244,"Essential Utilities, Inc. (WTRG)"
02/15/2012,0.165,"Essential Utilities, Inc. (WTRG)"
02/11/1998,0.1625,"Essential Utilities, Inc. (WTRG)"
08/15/2012,0.165,"Essential Utilities, Inc. (WTRG)"
02/13/2007,0.115,"Essential Utilities, Inc. (WTRG)"
05/09/1988,0.23535,"Essential Utilities, Inc. (WTRG)"
11/07/1988,0.23535,"Essential Utilities, Inc. (WTRG)"
08/15/2007,0.125,"Essential Utilities, Inc. (WTRG)"
11/07/1986,0.23535,"Essential Utilities, Inc. (WTRG)"
02/13/2006,0.1069,"Essential Utilities, Inc. (WTRG)"
05/11/1987,0.23535,"Essential Utilities, Inc. (WTRG)"
11/10/1987,0.23535,"Essential Utilities, Inc. (WTRG)"
08/16/2006,0.115,"Essential Utilities, Inc. (WTRG)"
02/12/2009,0.135,"Essential Utilities, Inc. (WTRG)"
11/12/1985,0.22025,"Essential Utilities, Inc. (WTRG)"
08/13/2009,0.135,"Essential Utilities, Inc. (WTRG)"
05/12/1986,0.22025,"Essential Utilities, Inc. (WTRG)"
02/13/2008,0.125,"Essential Utilities, Inc. (WTRG)"
08/14/2008,0.125,"Essential Utilities, Inc. (WTRG)"
05/13/1985,0.22025,"Essential Utilities, Inc. (WTRG)"
02/11/1992,0.26035,"Essential Utilities, Inc. (WTRG)"
11/13/2002,0.14,"Essential Utilities, Inc. (WTRG)"
08/12/1992,0.26035,"Essential Utilities, Inc. (WTRG)"
05/16/2019,0.219,"Essential Utilities, Inc. (WTRG)"
05/13/2003,0.14,"Essential Utilities, Inc. (WTRG)"
11/12/2003,0.15,"Essential Utilities, Inc. (WTRG)"
11/14/2019,0.234,"Essential Utilities, Inc. (WTRG)"
02/05/1991,0.25045,"Essential Utilities, Inc. (WTRG)"
11/14/2001,0.16583,"Essential Utilities, Inc. (WTRG)"
02/15/2018,0.2047,"Essential Utilities, Inc. (WTRG)"
05/10/2002,0.13266,"Essential Utilities, Inc. (WTRG)"
08/16/2018,0.219,"Essential Utilities, Inc. (WTRG)"
08/12/1991,0.25045,"Essential Utilities, Inc. (WTRG)"
02/14/2019,0.219,"Essential Utilities, Inc. (WTRG)"
05/10/1990,0.25045,"Essential Utilities, Inc. (WTRG)"
05/16/2005,0.13,"Essential Utilities, Inc. (WTRG)"
08/09/1990,0.25045,"Essential Utilities, Inc. (WTRG)"
11/15/2005,0.14253,"Essential Utilities, Inc. (WTRG)"
05/09/1989,0.23535,"Essential Utilities, Inc. (WTRG)"
05/12/2004,0.12,"Essential Utilities, Inc. (WTRG)"
11/09/1989,0.23535,"Essential Utilities, Inc. (WTRG)"
11/10/2004,0.13,"Essential Utilities, Inc. (WTRG)"
02/11/2015,0.165,"Essential Utilities, Inc. (WTRG)"
11/12/1996,0.19995,"Essential Utilities, Inc. (WTRG)"
08/12/2015,0.178,"Essential Utilities, Inc. (WTRG)"
05/09/1997,0.20272,"Essential Utilities, Inc. (WTRG)"
05/14/2014,0.152,"Essential Utilities, Inc. (WTRG)"
05/09/1995,0.28013,"Essential Utilities, Inc. (WTRG)"
11/10/1995,0.29002,"Essential Utilities, Inc. (WTRG)"
05/10/1996,0.29002,"Essential Utilities, Inc. (WTRG)"
08/13/2014,0.165,"Essential Utilities, Inc. (WTRG)"
02/13/2017,0.1913,"Essential Utilities, Inc. (WTRG)"
05/10/1994,0.27024,"Essential Utilities, Inc. (WTRG)"
11/08/1994,0.28013,"Essential Utilities, Inc. (WTRG)"
08/14/2017,0.2047,"Essential Utilities, Inc. (WTRG)"
02/10/2016,0.178,"Essential Utilities, Inc. (WTRG)"
05/10/1993,0.27024,"Essential Utilities, Inc. (WTRG)"
11/09/1993,0.27024,"Essential Utilities, Inc. (WTRG)"
08/16/2016,0.1913,"Essential Utilities, Inc. (WTRG)"
11/13/2000,0.19375,"Essential Utilities, Inc. (WTRG)"
02/15/2011,0.155,"Essential Utilities, Inc. (WTRG)"
05/11/2001,0.155,"Essential Utilities, Inc. (WTRG)"
11/15/2011,0.165,"Essential Utilities, Inc. (WTRG)"
11/09/1999,0.1802,"Essential Utilities, Inc. (WTRG)"
05/13/2010,0.145,"Essential Utilities, Inc. (WTRG)"
08/13/2010,0.145,"Essential Utilities, Inc. (WTRG)"
05/11/2000,0.1802,"Essential Utilities, Inc. (WTRG)"
11/06/1998,0.17005,"Essential Utilities, Inc. (WTRG)"
05/15/2013,0.175,"Essential Utilities, Inc. (WTRG)"
05/10/1999,0.17005,"Essential Utilities, Inc. (WTRG)"
11/14/2013,0.152,"Essential Utilities, Inc. (WTRG)"
11/06/1997,0.21244,"Essential Utilities, Inc. (WTRG)"
05/15/2012,0.165,"Essential Utilities, Inc. (WTRG)"
05/11/1998,0.1625,"Essential Utilities, Inc. (WTRG)"
11/14/2012,0.175,"Essential Utilities, Inc. (WTRG)"
11/13/2018,0.5525,"WEC Energy Group, Inc. (WEC)"
08/10/2006,0.23,"WEC Energy Group, Inc. (WEC)"
02/02/1993,0.325,"WEC Energy Group, Inc. (WEC)"
08/03/1993,0.3388,"WEC Energy Group, Inc. (WEC)"
05/12/2015,0.4225,"WEC Energy Group, Inc. (WEC)"
08/13/2019,0.59,"WEC Energy Group, Inc. (WEC)"
08/01/1989,0.2768,"WEC Energy Group, Inc. (WEC)"
11/10/1997,0.385,"WEC Energy Group, Inc. (WEC)"
08/12/2002,0.2,"WEC Energy Group, Inc. (WEC)"
11/10/2009,0.3375,"WEC Energy Group, Inc. (WEC)"
08/10/1998,0.39,"WEC Energy Group, Inc. (WEC)"
11/03/1988,0.2568,"WEC Energy Group, Inc. (WEC)"
11/08/2005,0.22,"WEC Energy Group, Inc. (WEC)"
05/10/2007,0.25,"WEC Energy Group, Inc. (WEC)"
11/03/1992,0.325,"WEC Energy Group, Inc. (WEC)"
05/03/1994,0.3525,"WEC Energy Group, Inc. (WEC)"
02/01/1990,0.2768,"WEC Energy Group, Inc. (WEC)"
05/10/2001,0.2,"WEC Energy Group, Inc. (WEC)"
02/12/2003,0.2,"WEC Energy Group, Inc. (WEC)"
05/03/1988,0.2568,"WEC Energy Group, Inc. (WEC)"
08/04/1992,0.325,"WEC Energy Group, Inc. (WEC)"
02/10/1999,0.39,"WEC Energy Group, Inc. (WEC)"
11/10/2015,0.4575,"WEC Energy Group, Inc. (WEC)"
08/02/1988,0.2568,"WEC Energy Group, Inc. (WEC)"
05/11/2018,0.5525,"WEC Energy Group, Inc. (WEC)"
02/13/2020,0.633,"WEC Energy Group, Inc. (WEC)"
11/09/1998,0.39,"WEC Energy Group, Inc. (WEC)"
11/09/2010,0.4,"WEC Energy Group, Inc. (WEC)"
08/12/2014,0.39,"WEC Energy Group, Inc. (WEC)"
08/11/1997,0.385,"WEC Energy Group, Inc. (WEC)"
02/12/2007,0.25,"WEC Energy Group, Inc. (WEC)"
02/10/2011,0.52,"WEC Energy Group, Inc. (WEC)"
05/04/1993,0.3388,"WEC Energy Group, Inc. (WEC)"
11/02/1993,0.3388,"WEC Energy Group, Inc. (WEC)"
08/01/1991,0.3102,"WEC Energy Group, Inc. (WEC)"
05/10/2000,0.39,"WEC Energy Group, Inc. (WEC)"
02/11/2004,0.2,"WEC Energy Group, Inc. (WEC)"
08/11/2004,0.21,"WEC Energy Group, Inc. (WEC)"
11/03/1986,0.11167,"WEC Energy Group, Inc. (WEC)"
06/30/2015,0.207,"WEC Energy Group, Inc. (WEC)"
02/02/1987,0.4468,"WEC Energy Group, Inc. (WEC)"
08/03/1987,0.2401,"WEC Energy Group, Inc. (WEC)"
11/10/2016,0.495,"WEC Energy Group, Inc. (WEC)"
08/12/2013,0.3825,"WEC Energy Group, Inc. (WEC)"
06/24/2015,0.206658,"WEC Energy Group, Inc. (WEC)"
08/09/1996,0.38,"WEC Energy Group, Inc. (WEC)"
08/10/2017,0.52,"WEC Energy Group, Inc. (WEC)"
11/01/1990,0.2935,"WEC Energy Group, Inc. (WEC)"
02/02/1995,0.35,"WEC Energy Group, Inc. (WEC)"
11/12/2003,0.2,"WEC Energy Group, Inc. (WEC)"
05/11/2005,0.22,"WEC Energy Group, Inc. (WEC)"
08/12/2009,0.3375,"WEC Energy Group, Inc. (WEC)"
11/13/2017,0.52,"WEC Energy Group, Inc. (WEC)"
02/09/2005,0.22,"WEC Energy Group, Inc. (WEC)"
11/02/1987,0.2401,"WEC Energy Group, Inc. (WEC)"
11/10/2000,0.2,"WEC Energy Group, Inc. (WEC)"
05/01/1990,0.2935,"WEC Energy Group, Inc. (WEC)"
02/03/1992,0.3102,"WEC Energy Group, Inc. (WEC)"
08/02/1994,0.3525,"WEC Energy Group, Inc. (WEC)"
05/12/2003,0.2,"WEC Energy Group, Inc. (WEC)"
02/11/1997,0.38,"WEC Energy Group, Inc. (WEC)"
11/08/1996,0.19,"WEC Energy Group, Inc. (WEC)"
08/13/2020,0.633,"WEC Energy Group, Inc. (WEC)"
05/10/1999,0.39,"WEC Energy Group, Inc. (WEC)"
05/12/2008,0.27,"WEC Energy Group, Inc. (WEC)"
11/12/2008,0.27,"WEC Energy Group, Inc. (WEC)"
02/09/1996,0.368,"WEC Energy Group, Inc. (WEC)"
05/10/2012,0.3,"WEC Energy Group, Inc. (WEC)"
11/06/1995,0.3675,"WEC Energy Group, Inc. (WEC)"
05/12/2004,0.21,"WEC Energy Group, Inc. (WEC)"
02/11/2009,0.3375,"WEC Energy Group, Inc. (WEC)"
05/02/1995,0.368,"WEC Energy Group, Inc. (WEC)"
02/12/2002,0.2,"WEC Energy Group, Inc. (WEC)"
05/13/2019,0.59,"WEC Energy Group, Inc. (WEC)"
11/09/2001,0.2,"WEC Energy Group, Inc. (WEC)"
05/10/2002,0.2,"WEC Energy Group, Inc. (WEC)"
05/01/1989,0.2768,"WEC Energy Group, Inc. (WEC)"
02/10/2006,0.23,"WEC Energy Group, Inc. (WEC)"
02/10/1998,0.385,"WEC Energy Group, Inc. (WEC)"
05/08/1998,0.39,"WEC Energy Group, Inc. (WEC)"
11/12/2014,0.39,"WEC Energy Group, Inc. (WEC)"
02/13/2019,0.59,"WEC Energy Group, Inc. (WEC)"
02/01/1989,0.2568,"WEC Energy Group, Inc. (WEC)"
05/11/2011,0.26,"WEC Energy Group, Inc. (WEC)"
02/12/2014,0.39,"WEC Energy Group, Inc. (WEC)"
08/12/2015,0.233723,"WEC Energy Group, Inc. (WEC)"
02/10/2010,0.4,"WEC Energy Group, Inc. (WEC)"
08/10/2011,0.26,"WEC Energy Group, Inc. (WEC)"
08/10/2005,0.22,"WEC Energy Group, Inc. (WEC)"
11/13/2019,0.59,"WEC Energy Group, Inc. (WEC)"
11/01/1989,0.2768,"WEC Energy Group, Inc. (WEC)"
02/02/1994,0.3388,"WEC Energy Group, Inc. (WEC)"
05/12/2014,0.39,"WEC Energy Group, Inc. (WEC)"
08/13/2018,0.5525,"WEC Energy Group, Inc. (WEC)"
05/09/1997,0.385,"WEC Energy Group, Inc. (WEC)"
08/10/2001,0.2,"WEC Energy Group, Inc. (WEC)"
11/11/2015,0.4575,"WEC Energy Group, Inc. (WEC)"
05/12/2010,0.4,"WEC Energy Group, Inc. (WEC)"
02/11/2015,0.4225,"WEC Energy Group, Inc. (WEC)"
11/12/2002,0.2,"WEC Energy Group, Inc. (WEC)"
05/10/2006,0.23,"WEC Energy Group, Inc. (WEC)"
08/11/2010,0.4,"WEC Energy Group, Inc. (WEC)"
11/10/2006,0.23,"WEC Energy Group, Inc. (WEC)"
05/01/1987,0.4802,"WEC Energy Group, Inc. (WEC)"
11/09/1999,0.39,"WEC Energy Group, Inc. (WEC)"
02/01/1991,0.2935,"WEC Energy Group, Inc. (WEC)"
05/01/1991,0.3102,"WEC Energy Group, Inc. (WEC)"
05/09/1996,0.38,"WEC Energy Group, Inc. (WEC)"
02/10/2000,0.39,"WEC Energy Group, Inc. (WEC)"
08/10/2000,0.39,"WEC Energy Group, Inc. (WEC)"
11/09/2016,0.495,"WEC Energy Group, Inc. (WEC)"
05/10/2017,0.52,"WEC Energy Group, Inc. (WEC)"
05/12/2009,0.3375,"WEC Energy Group, Inc. (WEC)"
11/09/2011,0.26,"WEC Energy Group, Inc. (WEC)"
02/10/2016,0.495,"WEC Energy Group, Inc. (WEC)"
05/10/2013,0.34,"WEC Energy Group, Inc. (WEC)"
05/01/1992,0.3252,"WEC Energy Group, Inc. (WEC)"
02/12/2008,0.27,"WEC Energy Group, Inc. (WEC)"
11/09/2007,0.25,"WEC Energy Group, Inc. (WEC)"
02/10/2012,0.3,"WEC Energy Group, Inc. (WEC)"
11/02/1994,0.353,"WEC Energy Group, Inc. (WEC)"
08/12/2003,0.2,"WEC Energy Group, Inc. (WEC)"
05/13/2020,0.633,"WEC Energy Group, Inc. (WEC)"
08/10/2007,0.25,"WEC Energy Group, Inc. (WEC)"
08/10/1999,0.39,"WEC Energy Group, Inc. (WEC)"
11/12/2013,0.3825,"WEC Energy Group, Inc. (WEC)"
02/13/2018,0.5525,"WEC Energy Group, Inc. (WEC)"
05/11/2016,0.495,"WEC Energy Group, Inc. (WEC)"
02/02/1988,0.2401,"WEC Energy Group, Inc. (WEC)"
08/01/1990,0.2935,"WEC Energy Group, Inc. (WEC)"
11/11/1996,0.38,"WEC Energy Group, Inc. (WEC)"
02/12/2001,0.2,"WEC Energy Group, Inc. (WEC)"
02/12/2013,0.34,"WEC Energy Group, Inc. (WEC)"
08/10/2016,0.495,"WEC Energy Group, Inc. (WEC)"
11/09/2012,0.3,"WEC Energy Group, Inc. (WEC)"
02/10/2017,0.52,"WEC Energy Group, Inc. (WEC)"
11/09/2004,0.21,"WEC Energy Group, Inc. (WEC)"
11/01/1991,0.3102,"WEC Energy Group, Inc. (WEC)"
08/12/2008,0.27,"WEC Energy Group, Inc. (WEC)"
08/04/1995,0.368,"WEC Energy Group, Inc. (WEC)"
08/10/2012,0.3,"WEC Energy Group, Inc. (WEC)"
08/24/1994,0.635,"Dominion Energy, Inc. (D)"
11/24/1989,0.5536,"Dominion Energy, Inc. (D)"
11/29/2006,0.69,"Dominion Energy, Inc. (D)"
05/30/2007,0.71,"Dominion Energy, Inc. (D)"
03/02/2011,0.4925,"Dominion Energy, Inc. (D)"
02/25/1986,0.4736,"Dominion Energy, Inc. (D)"
11/22/1985,0.23667,"Dominion Energy, Inc. (D)"
11/27/2002,0.645,"Dominion Energy, Inc. (D)"
05/28/2003,0.645,"Dominion Energy, Inc. (D)"
02/23/1990,0.5536,"Dominion Energy, Inc. (D)"
08/29/2007,0.71,"Dominion Energy, Inc. (D)"
05/26/1999,0.645,"Dominion Energy, Inc. (D)"
02/27/2002,0.645,"Dominion Energy, Inc. (D)"
08/27/2003,0.645,"Dominion Energy, Inc. (D)"
06/01/2016,0.7,"Dominion Energy, Inc. (D)"
11/24/1993,0.635,"Dominion Energy, Inc. (D)"
08/29/1995,0.3225,"Dominion Energy, Inc. (D)"
08/25/1999,0.645,"Dominion Energy, Inc. (D)"
11/25/2014,0.6,"Dominion Energy, Inc. (D)"
05/26/1995,0.645,"Dominion Energy, Inc. (D)"
02/27/1998,0.645,"Dominion Energy, Inc. (D)"
05/30/2012,0.5275,"Dominion Energy, Inc. (D)"
08/31/2016,0.7,"Dominion Energy, Inc. (D)"
02/28/2019,0.9175,"Dominion Energy, Inc. (D)"
05/24/1989,0.5336,"Dominion Energy, Inc. (D)"
02/24/1995,0.645,"Dominion Energy, Inc. (D)"
05/31/2006,0.69,"Dominion Energy, Inc. (D)"
11/28/2007,0.395,"Dominion Energy, Inc. (D)"
02/29/2012,0.5275,"Dominion Energy, Inc. (D)"
05/24/1985,0.22667,"Dominion Energy, Inc. (D)"
05/29/2002,0.645,"Dominion Energy, Inc. (D)"
11/26/2003,0.645,"Dominion Energy, Inc. (D)"
08/25/1989,0.5336,"Dominion Energy, Inc. (D)"
02/22/1991,0.5736,"Dominion Energy, Inc. (D)"
08/30/2006,0.69,"Dominion Energy, Inc. (D)"
02/27/2008,0.395,"Dominion Energy, Inc. (D)"
05/27/1998,0.645,"Dominion Energy, Inc. (D)"
08/28/2002,0.645,"Dominion Energy, Inc. (D)"
02/26/2003,0.645,"Dominion Energy, Inc. (D)"
08/26/1998,0.645,"Dominion Energy, Inc. (D)"
11/25/1994,0.645,"Dominion Energy, Inc. (D)"
02/26/1999,0.645,"Dominion Energy, Inc. (D)"
11/30/2011,0.4925,"Dominion Energy, Inc. (D)"
03/02/2016,0.7,"Dominion Energy, Inc. (D)"
02/27/2020,0.94,"Dominion Energy, Inc. (D)"
05/24/1988,0.5136,"Dominion Energy, Inc. (D)"
08/29/1988,0.5136,"Dominion Energy, Inc. (D)"
02/25/1992,0.595,"Dominion Energy, Inc. (D)"
05/22/1992,0.595,"Dominion Energy, Inc. (D)"
11/26/2008,0.395,"Dominion Energy, Inc. (D)"
05/27/2009,0.4375,"Dominion Energy, Inc. (D)"
09/06/2018,0.835,"Dominion Energy, Inc. (D)"
11/24/2004,0.665,"Dominion Energy, Inc. (D)"
05/25/2005,0.67,"Dominion Energy, Inc. (D)"
02/25/2009,0.4375,"Dominion Energy, Inc. (D)"
08/26/2009,0.4375,"Dominion Energy, Inc. (D)"
11/28/1995,0.645,"Dominion Energy, Inc. (D)"
02/25/2004,0.645,"Dominion Energy, Inc. (D)"
08/24/2005,0.67,"Dominion Energy, Inc. (D)"
11/30/2016,0.7,"Dominion Energy, Inc. (D)"
05/28/2014,0.6,"Dominion Energy, Inc. (D)"
11/28/2012,0.5275,"Dominion Energy, Inc. (D)"
03/01/2017,0.755,"Dominion Energy, Inc. (D)"
05/26/1987,0.4936,"Dominion Energy, Inc. (D)"
12/06/2018,0.835,"Dominion Energy, Inc. (D)"
05/24/1991,0.5736,"Dominion Energy, Inc. (D)"
05/28/2008,0.395,"Dominion Energy, Inc. (D)"
11/25/2009,0.4375,"Dominion Energy, Inc. (D)"
02/26/2014,0.6,"Dominion Energy, Inc. (D)"
08/29/2012,0.5275,"Dominion Energy, Inc. (D)"
02/25/1985,0.22667,"Dominion Energy, Inc. (D)"
08/25/1987,0.4936,"Dominion Energy, Inc. (D)"
02/23/1989,0.5336,"Dominion Energy, Inc. (D)"
05/26/2004,0.645,"Dominion Energy, Inc. (D)"
11/23/2005,0.67,"Dominion Energy, Inc. (D)"
08/27/2008,0.395,"Dominion Energy, Inc. (D)"
02/24/2010,0.4575,"Dominion Energy, Inc. (D)"
11/26/1996,0.3225,"Dominion Energy, Inc. (D)"
