Date,Dividends,Company
05/24/2000,0.645,"Dominion Energy, Inc. (D)"
08/25/2004,0.645,"Dominion Energy, Inc. (D)"
02/23/2005,0.67,"Dominion Energy, Inc. (D)"
05/31/2017,0.755,"Dominion Energy, Inc. (D)"
11/28/1988,0.5336,"Dominion Energy, Inc. (D)"
08/23/2000,0.645,"Dominion Energy, Inc. (D)"
02/27/1997,0.645,"Dominion Energy, Inc. (D)"
08/30/2017,0.755,"Dominion Energy, Inc. (D)"
06/04/2020,0.94,"Dominion Energy, Inc. (D)"
08/27/1990,0.5536,"Dominion Energy, Inc. (D)"
12/05/2019,0.918,"Dominion Energy, Inc. (D)"
05/24/1990,0.5536,"Dominion Energy, Inc. (D)"
02/24/1994,0.635,"Dominion Energy, Inc. (D)"
11/24/2010,0.4575,"Dominion Energy, Inc. (D)"
05/25/2011,0.4925,"Dominion Energy, Inc. (D)"
02/25/2015,0.6475,"Dominion Energy, Inc. (D)"
08/26/2015,0.6475,"Dominion Energy, Inc. (D)"
08/25/1986,0.4736,"Dominion Energy, Inc. (D)"
05/22/1986,0.4736,"Dominion Energy, Inc. (D)"
08/24/2011,0.4925,"Dominion Energy, Inc. (D)"
11/25/1997,0.645,"Dominion Energy, Inc. (D)"
11/21/2001,0.645,"Dominion Energy, Inc. (D)"
02/22/2006,0.69,"Dominion Energy, Inc. (D)"
05/25/1995,0.3225,"Dominion Energy, Inc. (D)"
11/24/1986,0.4936,"Dominion Energy, Inc. (D)"
06/06/2019,0.9175,"Dominion Energy, Inc. (D)"
08/24/1993,0.615,"Dominion Energy, Inc. (D)"
05/26/2010,0.4575,"Dominion Energy, Inc. (D)"
08/27/2014,0.6,"Dominion Energy, Inc. (D)"
08/26/1985,0.22667,"Dominion Energy, Inc. (D)"
02/23/1987,0.4936,"Dominion Energy, Inc. (D)"
09/05/2019,0.918,"Dominion Energy, Inc. (D)"
08/25/2010,0.4575,"Dominion Energy, Inc. (D)"
11/24/1998,0.645,"Dominion Energy, Inc. (D)"
02/21/2007,0.71,"Dominion Energy, Inc. (D)"
11/26/1990,0.5736,"Dominion Energy, Inc. (D)"
05/24/1994,0.635,"Dominion Energy, Inc. (D)"
11/23/2015,0.6475,"Dominion Energy, Inc. (D)"
05/27/2015,0.6475,"Dominion Energy, Inc. (D)"
11/23/1987,0.5136,"Dominion Energy, Inc. (D)"
08/24/1992,0.595,"Dominion Energy, Inc. (D)"
02/26/2013,0.5625,"Dominion Energy, Inc. (D)"
11/30/2017,0.77,"Dominion Energy, Inc. (D)"
02/24/1988,0.5136,"Dominion Energy, Inc. (D)"
05/30/2001,0.645,"Dominion Energy, Inc. (D)"
11/23/1999,0.645,"Dominion Energy, Inc. (D)"
02/28/2000,0.645,"Dominion Energy, Inc. (D)"
11/29/1995,0.3225,"Dominion Energy, Inc. (D)"
05/28/1997,0.645,"Dominion Energy, Inc. (D)"
08/29/2001,0.645,"Dominion Energy, Inc. (D)"
05/31/2018,0.835,"Dominion Energy, Inc. (D)"
05/24/1993,0.615,"Dominion Energy, Inc. (D)"
11/25/1991,0.5936,"Dominion Energy, Inc. (D)"
02/28/1996,0.645,"Dominion Energy, Inc. (D)"
08/27/1997,0.645,"Dominion Energy, Inc. (D)"
08/26/1991,0.5736,"Dominion Energy, Inc. (D)"
02/24/1993,0.615,"Dominion Energy, Inc. (D)"
08/24/1995,0.645,"Dominion Energy, Inc. (D)"
11/23/1984,0.22667,"Dominion Energy, Inc. (D)"
03/01/2018,0.835,"Dominion Energy, Inc. (D)"
11/21/2000,0.645,"Dominion Energy, Inc. (D)"
05/29/1996,0.645,"Dominion Energy, Inc. (D)"
11/27/1996,0.645,"Dominion Energy, Inc. (D)"
02/28/2001,0.645,"Dominion Energy, Inc. (D)"
06/05/2013,0.5625,"Dominion Energy, Inc. (D)"
12/04/2013,0.5625,"Dominion Energy, Inc. (D)"
11/23/1992,0.615,"Dominion Energy, Inc. (D)"
08/28/1996,0.645,"Dominion Energy, Inc. (D)"
09/04/2013,0.5625,"Dominion Energy, Inc. (D)"
11/12/1997,0.55,Duke Energy Corporation (DUK)
05/13/1998,0.55,Duke Energy Corporation (DUK)
02/08/1985,0.27021,Duke Energy Corporation (DUK)
02/13/2002,0.472343,Duke Energy Corporation (DUK)
08/14/2002,0.275,Duke Energy Corporation (DUK)
11/15/2018,0.9275,Duke Energy Corporation (DUK)
05/16/2019,0.9275,Duke Energy Corporation (DUK)
02/11/1998,0.55,Duke Energy Corporation (DUK)
08/12/1998,0.55,Duke Energy Corporation (DUK)
05/18/2011,0.245,Duke Energy Corporation (DUK)
02/14/2019,0.9275,Duke Energy Corporation (DUK)
08/15/2019,0.945,Duke Energy Corporation (DUK)
11/10/2009,0.24,Duke Energy Corporation (DUK)
05/09/1994,0.47,Duke Energy Corporation (DUK)
11/14/2001,0.275,Duke Energy Corporation (DUK)
05/14/2003,0.275,Duke Energy Corporation (DUK)
08/15/2007,0.22,Duke Energy Corporation (DUK)
02/15/2006,0.31,Duke Energy Corporation (DUK)
02/08/1993,0.45,Duke Energy Corporation (DUK)
08/08/1994,0.49,Duke Energy Corporation (DUK)
05/14/1997,0.53,Duke Energy Corporation (DUK)
08/15/2001,0.275,Duke Energy Corporation (DUK)
02/12/2003,0.472343,Duke Energy Corporation (DUK)
11/04/1985,0.28329,Duke Energy Corporation (DUK)
08/08/1988,0.74,Duke Energy Corporation (DUK)
05/17/2018,0.89,Duke Energy Corporation (DUK)
11/14/2019,0.945,Duke Energy Corporation (DUK)
08/13/1997,0.55,Duke Energy Corporation (DUK)
02/10/1999,0.55,Duke Energy Corporation (DUK)
11/10/2015,0.825,Duke Energy Corporation (DUK)
05/19/2010,0.24,Duke Energy Corporation (DUK)
11/16/2011,0.25,Duke Energy Corporation (DUK)
08/16/2018,0.9275,Duke Energy Corporation (DUK)
02/13/2020,0.945,Duke Energy Corporation (DUK)
11/09/2010,0.245,Duke Energy Corporation (DUK)
11/15/2006,0.32,Duke Energy Corporation (DUK)
05/10/1993,0.45,Duke Energy Corporation (DUK)
05/15/2002,0.275,Duke Energy Corporation (DUK)
11/13/2002,0.275,Duke Energy Corporation (DUK)
02/14/2007,0.21,Duke Energy Corporation (DUK)
05/08/1989,0.74,Duke Energy Corporation (DUK)
08/09/1993,0.47,Duke Energy Corporation (DUK)
02/07/1994,0.47,Duke Energy Corporation (DUK)
05/10/2000,0.55,Duke Energy Corporation (DUK)
02/11/2004,0.275,Duke Energy Corporation (DUK)
08/11/2004,0.275,Duke Energy Corporation (DUK)
11/16/2016,0.855,Duke Energy Corporation (DUK)
05/17/2017,0.855,Duke Energy Corporation (DUK)
08/15/1983,0.25714,Duke Energy Corporation (DUK)
02/09/2000,0.55,Duke Energy Corporation (DUK)
08/09/2000,0.55,Duke Energy Corporation (DUK)
11/14/2012,0.765,Duke Energy Corporation (DUK)
05/15/2013,0.765,Duke Energy Corporation (DUK)
02/15/2017,0.855,Duke Energy Corporation (DUK)
08/16/2017,0.89,Duke Energy Corporation (DUK)
11/09/1990,0.41,Duke Energy Corporation (DUK)
11/14/2007,0.22,Duke Energy Corporation (DUK)
02/15/2012,0.25,Duke Energy Corporation (DUK)
08/14/2013,0.78,Duke Energy Corporation (DUK)
11/07/1986,0.67,Duke Energy Corporation (DUK)
11/12/2003,0.275,Duke Energy Corporation (DUK)
05/11/2005,0.275,Duke Energy Corporation (DUK)
02/13/2008,0.22,Duke Energy Corporation (DUK)
08/12/2009,0.24,Duke Energy Corporation (DUK)
05/14/1984,0.25714,Duke Energy Corporation (DUK)
05/12/1999,0.55,Duke Energy Corporation (DUK)
08/13/2003,0.275,Duke Energy Corporation (DUK)
02/09/2005,0.275,Duke Energy Corporation (DUK)
05/18/2016,0.825,Duke Energy Corporation (DUK)
05/14/2020,0.945,Duke Energy Corporation (DUK)
08/11/1999,0.55,Duke Energy Corporation (DUK)
05/16/2012,0.25,Duke Energy Corporation (DUK)
11/13/2013,0.78,Duke Energy Corporation (DUK)
08/13/2020,0.965,Duke Energy Corporation (DUK)
11/08/1991,0.43,Duke Energy Corporation (DUK)
11/12/2008,0.23,Duke Energy Corporation (DUK)
08/15/2012,0.765,Duke Energy Corporation (DUK)
02/13/2013,0.765,Duke Energy Corporation (DUK)
05/08/1995,0.49,Duke Energy Corporation (DUK)
11/06/1987,0.7,Duke Energy Corporation (DUK)
05/12/2004,0.275,Duke Energy Corporation (DUK)
08/13/2008,0.23,Duke Energy Corporation (DUK)
02/11/2009,0.23,Duke Energy Corporation (DUK)
05/16/1983,0.24842,Duke Energy Corporation (DUK)
11/02/1984,0.27021,Duke Energy Corporation (DUK)
08/09/2006,0.32,Duke Energy Corporation (DUK)
08/12/1985,0.27021,Duke Energy Corporation (DUK)
11/12/2014,0.795,Duke Energy Corporation (DUK)
05/13/2015,0.795,Duke Energy Corporation (DUK)
11/06/1992,0.45,Duke Energy Corporation (DUK)
02/12/2014,0.78,Duke Energy Corporation (DUK)
08/12/2015,0.825,Duke Energy Corporation (DUK)
11/14/1988,0.74,Duke Energy Corporation (DUK)
05/14/1990,0.78,Duke Energy Corporation (DUK)
05/09/2007,0.21,Duke Energy Corporation (DUK)
11/09/2005,0.31,Duke Energy Corporation (DUK)
02/10/2010,0.24,Duke Energy Corporation (DUK)
08/10/2011,0.25,Duke Energy Corporation (DUK)
05/12/1986,0.65,Duke Energy Corporation (DUK)
02/13/1989,0.74,Duke Energy Corporation (DUK)
08/13/1990,0.82,Duke Energy Corporation (DUK)
11/10/1998,0.55,Duke Energy Corporation (DUK)
05/09/2001,0.275,Duke Energy Corporation (DUK)
08/10/2005,0.31,Duke Energy Corporation (DUK)
08/13/1984,0.27021,Duke Energy Corporation (DUK)
05/14/2014,0.78,Duke Energy Corporation (DUK)
11/11/2015,0.825,Duke Energy Corporation (DUK)
11/14/1994,0.49,Duke Energy Corporation (DUK)
11/05/1993,0.47,Duke Energy Corporation (DUK)
08/13/2014,0.795,Duke Energy Corporation (DUK)
02/11/2015,0.795,Duke Energy Corporation (DUK)
11/13/1989,0.78,Duke Energy Corporation (DUK)
05/10/2006,0.31,Duke Energy Corporation (DUK)
08/11/2010,0.245,Duke Energy Corporation (DUK)
02/09/2011,0.245,Duke Energy Corporation (DUK)
02/14/1986,0.65,Duke Energy Corporation (DUK)
05/13/1985,0.27021,Duke Energy Corporation (DUK)
08/14/1989,0.78,Duke Energy Corporation (DUK)
02/12/1990,0.78,Duke Energy Corporation (DUK)
11/09/1999,0.55,Duke Energy Corporation (DUK)
11/15/1995,0.51,Duke Energy Corporation (DUK)
05/15/1996,0.51,Duke Energy Corporation (DUK)
02/09/1987,0.67,Duke Energy Corporation (DUK)
08/10/1987,0.7,Duke Energy Corporation (DUK)
02/14/1996,0.51,Duke Energy Corporation (DUK)
08/14/1996,0.53,Duke Energy Corporation (DUK)
02/10/2016,0.825,Duke Energy Corporation (DUK)
05/14/2009,0.23,Duke Energy Corporation (DUK)
05/11/1992,0.43,Duke Energy Corporation (DUK)
02/13/1995,0.49,Duke Energy Corporation (DUK)
05/09/1988,0.7,Duke Energy Corporation (DUK)
02/11/1991,0.41,Duke Energy Corporation (DUK)
08/10/1992,0.45,Duke Energy Corporation (DUK)
11/13/1996,0.53,Duke Energy Corporation (DUK)
02/10/1984,0.25714,Duke Energy Corporation (DUK)
02/14/2001,0.275,Duke Energy Corporation (DUK)
08/11/1986,0.67,Duke Energy Corporation (DUK)
02/08/1988,0.7,Duke Energy Corporation (DUK)
11/16/2017,0.89,Duke Energy Corporation (DUK)
08/16/1995,0.51,Duke Energy Corporation (DUK)
02/12/1997,0.53,Duke Energy Corporation (DUK)
02/15/2018,0.89,Duke Energy Corporation (DUK)
11/03/1983,0.25714,Duke Energy Corporation (DUK)
05/15/1995,0.49,Duke Energy Corporation (DUK)
08/10/2016,0.855,Duke Energy Corporation (DUK)
05/15/2008,0.22,Duke Energy Corporation (DUK)
05/13/1991,0.41,Duke Energy Corporation (DUK)
11/09/2004,0.275,Duke Energy Corporation (DUK)
11/15/2000,0.55,Duke Energy Corporation (DUK)
05/11/1987,0.67,Duke Energy Corporation (DUK)
08/12/1991,0.43,Duke Energy Corporation (DUK)
02/10/1992,0.43,Duke Energy Corporation (DUK)
11/18/2014,0.31,Microsoft Corporation (MSFT)
05/19/2015,0.31,Microsoft Corporation (MSFT)
11/14/2018,0.46,Microsoft Corporation (MSFT)
05/15/2019,0.46,Microsoft Corporation (MSFT)
02/20/2019,0.46,Microsoft Corporation (MSFT)
11/16/2010,0.16,Microsoft Corporation (MSFT)
05/17/2011,0.16,Microsoft Corporation (MSFT)
02/17/2015,0.31,Microsoft Corporation (MSFT)
08/18/2015,0.31,Microsoft Corporation (MSFT)
08/14/2019,0.46,Microsoft Corporation (MSFT)
11/15/2005,0.08,Microsoft Corporation (MSFT)
05/15/2007,0.1,Microsoft Corporation (MSFT)
02/16/2010,0.13,Microsoft Corporation (MSFT)
08/16/2011,0.16,Microsoft Corporation (MSFT)
08/14/2007,0.1,Microsoft Corporation (MSFT)
02/15/2006,0.09,Microsoft Corporation (MSFT)
05/20/2020,0.51,Microsoft Corporation (MSFT)
11/17/2015,0.36,Microsoft Corporation (MSFT)
05/16/2018,0.42,Microsoft Corporation (MSFT)
02/19/2020,0.51,Microsoft Corporation (MSFT)
05/18/2010,0.13,Microsoft Corporation (MSFT)
11/15/2011,0.2,Microsoft Corporation (MSFT)
05/13/2014,0.28,Microsoft Corporation (MSFT)
08/19/2014,0.28,Microsoft Corporation (MSFT)
02/16/2016,0.36,Microsoft Corporation (MSFT)
08/15/2018,0.42,Microsoft Corporation (MSFT)
05/15/2006,0.09,Microsoft Corporation (MSFT)
11/14/2006,0.1,Microsoft Corporation (MSFT)
08/17/2010,0.13,Microsoft Corporation (MSFT)
02/15/2011,0.16,Microsoft Corporation (MSFT)
08/15/2006,0.09,Microsoft Corporation (MSFT)
02/13/2007,0.1,Microsoft Corporation (MSFT)
02/19/2003,0.08,Microsoft Corporation (MSFT)
11/20/2019,0.51,Microsoft Corporation (MSFT)
05/16/2017,0.39,Microsoft Corporation (MSFT)
11/15/2016,0.39,Microsoft Corporation (MSFT)
11/18/2008,0.13,Microsoft Corporation (MSFT)
05/19/2009,0.13,Microsoft Corporation (MSFT)
11/13/2012,0.23,Microsoft Corporation (MSFT)
05/14/2013,0.23,Microsoft Corporation (MSFT)
08/15/2017,0.39,Microsoft Corporation (MSFT)
02/19/2013,0.23,Microsoft Corporation (MSFT)
02/14/2017,0.39,Microsoft Corporation (MSFT)
05/16/2005,0.08,Microsoft Corporation (MSFT)
11/13/2007,0.11,Microsoft Corporation (MSFT)
02/19/2008,0.11,Microsoft Corporation (MSFT)
08/18/2009,0.13,Microsoft Corporation (MSFT)
02/14/2012,0.2,Microsoft Corporation (MSFT)
08/13/2013,0.23,Microsoft Corporation (MSFT)
10/15/2003,0.16,Microsoft Corporation (MSFT)
08/15/2005,0.08,Microsoft Corporation (MSFT)
11/19/2013,0.28,Microsoft Corporation (MSFT)
05/17/2016,0.36,Microsoft Corporation (MSFT)
11/15/2017,0.42,Microsoft Corporation (MSFT)
11/17/2009,0.13,Microsoft Corporation (MSFT)
05/15/2012,0.2,Microsoft Corporation (MSFT)
02/18/2014,0.28,Microsoft Corporation (MSFT)
08/16/2016,0.36,Microsoft Corporation (MSFT)
02/14/2018,0.42,Microsoft Corporation (MSFT)
11/15/2004,3.08,Microsoft Corporation (MSFT)
08/23/2004,0.08,Microsoft Corporation (MSFT)
05/13/2008,0.11,Microsoft Corporation (MSFT)
08/19/2008,0.11,Microsoft Corporation (MSFT)
02/17/2009,0.13,Microsoft Corporation (MSFT)
08/14/2012,0.2,Microsoft Corporation (MSFT)
02/15/2005,0.08,Microsoft Corporation (MSFT)
11/19/1993,0.00429,Apple Inc. (AAPL)
11/17/1989,0.00393,Apple Inc. (AAPL)
11/08/2018,0.73,Apple Inc. (AAPL)
05/10/2019,0.77,Apple Inc. (AAPL)
05/21/1990,0.00393,Apple Inc. (AAPL)
11/06/2013,0.43571,Apple Inc. (AAPL)
02/12/1993,0.00429,Apple Inc. (AAPL)
05/07/2015,0.52,Apple Inc. (AAPL)
02/17/1989,0.00357,Apple Inc. (AAPL)
02/09/2018,0.63,Apple Inc. (AAPL)
08/09/2019,0.77,Apple Inc. (AAPL)
08/20/1990,0.00393,Apple Inc. (AAPL)
08/15/1994,0.00429,Apple Inc. (AAPL)
02/06/2014,0.43571,Apple Inc. (AAPL)
08/06/2015,0.52,Apple Inc. (AAPL)
05/26/1995,0.00429,Apple Inc. (AAPL)
05/22/1989,0.00357,Apple Inc. (AAPL)
11/18/1994,0.00429,Apple Inc. (AAPL)
08/21/1989,0.00357,Apple Inc. (AAPL)
11/16/1990,0.00429,Apple Inc. (AAPL)
11/07/2019,0.77,Apple Inc. (AAPL)
05/11/2018,0.73,Apple Inc. (AAPL)
05/08/2014,0.47,Apple Inc. (AAPL)
11/06/2014,0.47,Apple Inc. (AAPL)
02/16/1990,0.00393,Apple Inc. (AAPL)
08/10/2018,0.73,Apple Inc. (AAPL)
02/08/2019,0.73,Apple Inc. (AAPL)
08/16/1993,0.00429,Apple Inc. (AAPL)
08/07/2014,0.47,Apple Inc. (AAPL)
02/05/2015,0.47,Apple Inc. (AAPL)
05/27/1994,0.00429,Apple Inc. (AAPL)
02/07/1994,0.00429,Apple Inc. (AAPL)
11/03/2016,0.57,Apple Inc. (AAPL)
08/10/1987,0.00214,Apple Inc. (AAPL)
11/17/1987,0.00286,Apple Inc. (AAPL)
05/11/2017,0.63,Apple Inc. (AAPL)
11/18/1991,0.00429,Apple Inc. (AAPL)
02/15/1991,0.00429,Apple Inc. (AAPL)
05/09/2013,0.43571,Apple Inc. (AAPL)
11/05/2015,0.52,Apple Inc. (AAPL)
08/10/2017,0.63,Apple Inc. (AAPL)
02/07/2020,0.77,Apple Inc. (AAPL)
05/16/1988,0.00286,Apple Inc. (AAPL)
08/17/1992,0.00429,Apple Inc. (AAPL)
02/13/1995,0.00429,Apple Inc. (AAPL)
11/21/1995,0.00429,Apple Inc. (AAPL)
08/08/2013,0.43571,Apple Inc. (AAPL)
02/04/2016,0.52,Apple Inc. (AAPL)
08/15/1988,0.00286,Apple Inc. (AAPL)
05/28/1993,0.00429,Apple Inc. (AAPL)
11/21/1988,0.00357,Apple Inc. (AAPL)
08/16/1995,0.00429,Apple Inc. (AAPL)
11/10/2017,0.63,Apple Inc. (AAPL)
05/08/2020,0.82,Apple Inc. (AAPL)
05/20/1991,0.00429,Apple Inc. (AAPL)
06/01/1992,0.00429,Apple Inc. (AAPL)
11/30/1992,0.00429,Apple Inc. (AAPL)
11/07/2012,0.37857,Apple Inc. (AAPL)
02/14/1992,0.00429,Apple Inc. (AAPL)
05/05/2016,0.57,Apple Inc. (AAPL)
02/09/2017,0.57,Apple Inc. (AAPL)
08/07/2020,0.82,Apple Inc. (AAPL)
08/19/1991,0.00429,Apple Inc. (AAPL)
02/12/1988,0.00286,Apple Inc. (AAPL)
08/09/2012,0.37857,Apple Inc. (AAPL)
02/07/2013,0.37857,Apple Inc. (AAPL)
08/04/2016,0.57,Apple Inc. (AAPL)
05/11/1987,0.00214,Apple Inc. (AAPL)
05/03/2006,0.1,Intel Corporation (INTC)
02/03/2010,0.158,Intel Corporation (INTC)
08/04/2010,0.158,Intel Corporation (INTC)
04/26/1993,0.00313,Intel Corporation (INTC)
10/26/1992,0.00313,Intel Corporation (INTC)
01/29/1997,0.00625,Intel Corporation (INTC)
07/30/1997,0.0075,Intel Corporation (INTC)
05/06/2019,0.315,Intel Corporation (INTC)
11/03/2010,0.158,Intel Corporation (INTC)
05/03/2002,0.02,Intel Corporation (INTC)
07/26/1993,0.00313,Intel Corporation (INTC)
02/03/2006,0.1,Intel Corporation (INTC)
11/04/2009,0.14,Intel Corporation (INTC)
05/04/2011,0.181,Intel Corporation (INTC)
02/05/2014,0.225,Intel Corporation (INTC)
08/05/2015,0.24,Intel Corporation (INTC)
10/30/1996,0.00625,Intel Corporation (INTC)
04/29/1998,0.0075,Intel Corporation (INTC)
05/04/2005,0.08,Intel Corporation (INTC)
08/05/2009,0.14,Intel Corporation (INTC)
11/03/2006,0.1,Intel Corporation (INTC)
01/28/1998,0.0075,Intel Corporation (INTC)
08/05/2013,0.225,Intel Corporation (INTC)
08/03/2005,0.08,Intel Corporation (INTC)
11/06/2019,0.315,Intel Corporation (INTC)
01/26/1994,0.00313,Intel Corporation (INTC)
11/05/2002,0.02,Intel Corporation (INTC)
08/06/2018,0.3,Intel Corporation (INTC)
08/03/2001,0.02,Intel Corporation (INTC)
11/05/2014,0.225,Intel Corporation (INTC)
02/06/2019,0.315,Intel Corporation (INTC)
02/05/2002,0.02,Intel Corporation (INTC)
05/05/2010,0.158,Intel Corporation (INTC)
02/04/2015,0.24,Intel Corporation (INTC)
10/29/1997,0.0075,Intel Corporation (INTC)
05/05/2014,0.225,Intel Corporation (INTC)
07/28/1995,0.005,Intel Corporation (INTC)
02/05/2008,0.128,Intel Corporation (INTC)
08/05/2008,0.14,Intel Corporation (INTC)
02/03/2012,0.21,Intel Corporation (INTC)
08/03/2012,0.225,Intel Corporation (INTC)
08/03/2000,0.02,Intel Corporation (INTC)
05/03/2017,0.273,Intel Corporation (INTC)
11/04/2015,0.24,Intel Corporation (INTC)
05/05/2009,0.14,Intel Corporation (INTC)
02/03/2016,0.26,Intel Corporation (INTC)
05/03/2013,0.225,Intel Corporation (INTC)
08/03/2011,0.21,Intel Corporation (INTC)
04/25/1994,0.00313,Intel Corporation (INTC)
01/30/1996,0.005,Intel Corporation (INTC)
02/03/2005,0.08,Intel Corporation (INTC)
05/06/2020,0.33,Intel Corporation (INTC)
08/03/2007,0.113,Intel Corporation (INTC)
02/03/2000,0.015,Intel Corporation (INTC)
05/04/2016,0.26,Intel Corporation (INTC)
10/26/1994,0.00375,Intel Corporation (INTC)
08/05/2003,0.02,Intel Corporation (INTC)
02/05/2013,0.225,Intel Corporation (INTC)
08/03/2016,0.26,Intel Corporation (INTC)
02/03/2017,0.26,Intel Corporation (INTC)
11/03/2005,0.08,Intel Corporation (INTC)
08/03/2006,0.1,Intel Corporation (INTC)
11/06/2018,0.3,Intel Corporation (INTC)
01/26/1993,0.00313,Intel Corporation (INTC)
11/05/2001,0.02,Intel Corporation (INTC)
08/05/1998,0.0075,Intel Corporation (INTC)
05/05/2015,0.24,Intel Corporation (INTC)
11/05/2013,0.225,Intel Corporation (INTC)
02/06/2018,0.3,Intel Corporation (INTC)
08/06/2019,0.315,Intel Corporation (INTC)
10/26/1993,0.00313,Intel Corporation (INTC)
02/05/2001,0.02,Intel Corporation (INTC)
08/05/2002,0.02,Intel Corporation (INTC)
02/03/2011,0.181,Intel Corporation (INTC)
07/30/1996,0.00625,Intel Corporation (INTC)
11/04/1998,0.01,Intel Corporation (INTC)
05/03/2001,0.02,Intel Corporation (INTC)
02/05/2003,0.02,Intel Corporation (INTC)
02/05/2007,0.113,Intel Corporation (INTC)
05/04/2018,0.3,Intel Corporation (INTC)
08/05/2014,0.225,Intel Corporation (INTC)
04/29/1997,0.00625,Intel Corporation (INTC)
05/05/2004,0.04,Intel Corporation (INTC)
11/05/2003,0.02,Intel Corporation (INTC)
11/03/2016,0.26,Intel Corporation (INTC)
04/25/1995,0.00375,Intel Corporation (INTC)
11/05/2007,0.113,Intel Corporation (INTC)
05/05/2008,0.14,Intel Corporation (INTC)
11/03/1999,0.015,Intel Corporation (INTC)
05/03/2000,0.015,Intel Corporation (INTC)
08/04/2004,0.04,Intel Corporation (INTC)
02/04/2004,0.04,Intel Corporation (INTC)
01/26/1995,0.00375,Intel Corporation (INTC)
02/03/1999,0.015,Intel Corporation (INTC)
02/06/2020,0.33,Intel Corporation (INTC)
08/03/2017,0.273,Intel Corporation (INTC)
04/29/1996,0.005,Intel Corporation (INTC)
11/03/2004,0.04,Intel Corporation (INTC)
05/03/2007,0.113,Intel Corporation (INTC)
02/04/2009,0.14,Intel Corporation (INTC)
05/05/1999,0.015,Intel Corporation (INTC)
11/06/2017,0.273,Intel Corporation (INTC)
11/03/2000,0.02,Intel Corporation (INTC)
11/03/2011,0.21,Intel Corporation (INTC)
07/26/1994,0.00375,Intel Corporation (INTC)
05/05/2003,0.02,Intel Corporation (INTC)
08/04/1999,0.015,Intel Corporation (INTC)
08/06/2020,0.33,Intel Corporation (INTC)
11/05/2008,0.14,Intel Corporation (INTC)
05/03/2012,0.21,Intel Corporation (INTC)
10/30/1995,0.005,Intel Corporation (INTC)
11/05/2012,0.225,Intel Corporation (INTC)
